match_id,tournament,match_no,date,kickoff_source_time,kickoff_timezone,kickoff_utc,source_url,stage,group_name,team1,team2,team1_code,team2_code,team1_id,team2_id,neutral,team1_ht,team2_ht,team1_ft,team2_ft,went_extra_time,team1_et,team2_et,team1_extra_time_goals,team2_extra_time_goals,team1_final,team2_final,team1_pens,team2_pens,winner,venue
2018030,2018,30,2018-06-27,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Matchday 14,Group E,Switzerland,Costa Rica,SUI,CRC,8,10001,1,1,0,2,2,0,,,,,2,2,,,Draw,"Nizhny Novgorod Stadium, Nizhny Novgorod"
2018035,2018,35,2018-06-27,17:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Matchday 14,Group F,South Korea,Germany,KOR,GER,3,17,1,0,0,2,0,0,,,,,2,0,,,South Korea,"Kazan Arena, Kazan"
2018036,2018,36,2018-06-27,19:00 UTC+5,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Matchday 14,Group F,Mexico,Sweden,MEX,SWE,1,23,1,0,0,0,3,0,,,,,0,3,,,Sweden,"Ekaterinburg Arena, Ekaterinburg"
2018041,2018,41,2018-06-28,20:00 UTC+2,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Matchday 15,Group G,England,Belgium,ENG,BEL,45,25,1,0,0,0,1,0,,,,,0,1,,,Belgium,"Kaliningrad Stadium, Kaliningrad"
2018042,2018,42,2018-06-28,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Matchday 15,Group G,Panama,Tunisia,PAN,TUN,48,24,1,1,0,1,2,0,,,,,1,2,,,Tunisia,"Mordovia Arena, Saransk"
2018047,2018,47,2018-06-28,17:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Matchday 15,Group H,Japan,Poland,JPN,POL,22,10006,1,0,1,0,1,0,,,,,0,1,,,Poland,"Volgograd Arena, Volgograd"
2018048,2018,48,2018-06-28,18:00 UTC+4,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Matchday 15,Group H,Senegal,Colombia,SEN,COL,34,44,1,0,1,0,1,0,,,,,0,1,,,Colombia,"Samara Arena, Samara"
2018049,2018,49,2018-06-30,17:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,France,Argentina,FRA,ARG,33,37,1,1,1,4,3,0,,,,,4,3,,,France,"Kazan Arena, Kazan"
2018050,2018,50,2018-06-30,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,Uruguay,Portugal,URU,POR,32,41,1,1,0,2,1,0,,,,,2,1,,,Uruguay,"Fisht Stadium, Sochi"
2018051,2018,51,2018-07-01,17:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,Spain,Russia,ESP,RUS,29,10007,0,1,1,1,1,1,1,1,0,0,1,1,3,4,Russia,"Luzhniki Stadium, Moscow"
2018052,2018,52,2018-07-01,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,Croatia,Denmark,CRO,DEN,46,10002,1,1,1,1,1,1,1,1,0,0,1,1,3,2,Croatia,"Nizhny Novgorod Stadium, Nizhny Novgorod"
2018053,2018,53,2018-07-02,18:00 UTC+4,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,Brazil,Mexico,BRA,MEX,9,1,1,0,0,2,0,0,,,,,2,0,,,Brazil,"Samara Arena, Samara"
2018054,2018,54,2018-07-02,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,Belgium,Japan,BEL,JPN,25,22,1,0,0,3,2,0,,,,,3,2,,,Belgium,"Rostov Arena, Rostov-on-Don"
2018055,2018,55,2018-07-03,17:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,Sweden,Switzerland,SWE,SUI,23,8,1,0,0,1,0,0,,,,,1,0,,,Sweden,"Saint Petersburg Stadium, Saint Petersburg"
2018056,2018,56,2018-07-03,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Round of 16,,Colombia,England,COL,ENG,44,45,1,0,0,1,1,1,1,1,0,0,1,1,3,4,England,"Spartak Stadium, Moscow"
2018057,2018,57,2018-07-06,17:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Quarter-finals,,Uruguay,France,URU,FRA,32,33,1,0,1,0,2,0,,,,,0,2,,,France,"Nizhny Novgorod Stadium, Nizhny Novgorod"
2018058,2018,58,2018-07-06,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Quarter-finals,,Brazil,Belgium,BRA,BEL,9,25,1,0,2,1,2,0,,,,,1,2,,,Belgium,"Kazan Arena, Kazan"
2018059,2018,59,2018-07-07,18:00 UTC+4,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Quarter-finals,,Sweden,England,SWE,ENG,23,45,1,0,1,0,2,0,,,,,0,2,,,England,"Samara Arena, Samara"
2018060,2018,60,2018-07-07,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Quarter-finals,,Russia,Croatia,RUS,CRO,10007,46,0,1,1,1,1,1,2,2,1,1,2,2,3,4,Croatia,"Fisht Stadium, Sochi"
2018061,2018,61,2018-07-10,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Semi-finals,,France,Belgium,FRA,BEL,33,25,1,0,0,1,0,0,,,,,1,0,,,France,"Saint Petersburg Stadium, St. Petersburg"
2018062,2018,62,2018-07-11,21:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Semi-finals,,Croatia,England,CRO,ENG,46,45,1,0,1,1,1,1,2,1,1,0,2,1,,,Croatia,"Luzhniki Stadium, Moscow"
2018063,2018,63,2018-07-14,17:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Match for third place,,Belgium,England,BEL,ENG,25,45,1,1,0,2,0,0,,,,,2,0,,,Belgium,"Saint Petersburg Stadium, St. Petersburg"
2018064,2018,64,2018-07-15,18:00 UTC+3,unverified source local time,,https://raw.githubusercontent.com/openfootball/worldcup.json/master/2018/worldcup.json,Final,,France,Croatia,FRA,CRO,33,46,1,2,1,4,2,0,,,,,4,2,,,France,"Luzhniki Stadium, Moscow"
